user_id,signup_date,country,device_type,acquisition_channel,user_type,company_size,experiment_group
U01371,2025-02-07,USA,Tablet,Organic,Business,244,A
U01372,2025-05-16,India,Tablet,Referral,Individual,1,B
U01373,2025-04-16,USA,Tablet,Direct,Business,201,A
U01374,2025-05-09,Australia,Tablet,Organic,Individual,1,A
U01375,2025-06-15,USA,Desktop,Organic,Individual,1,B
U01376,2025-03-29,UK,Tablet,Organic,Individual,1,B
U01377,2025-06-30,Canada,Mobile,Organic,Business,187,B
U01378,2025-03-05,Australia,Tablet,Referral,Individual,1,A
U01379,2025-03-19,Australia,Tablet,Direct,Individual,1,B
U01380,2025-02-08,Canada,Tablet,Direct,Individual,1,B
U01381,2025-02-24,India,Mobile,LinkedIn Ads,Individual,1,B
U01382,2025-02-11,Canada,Desktop,Direct,Individual,1,B
U01383,2025-03-23,USA,Desktop,Referral,Individual,1,B
U01384,2025-05-26,Canada,Desktop,Organic,Business,48,A
U01385,2025-02-27,Canada,Desktop,Direct,Business,301,B
U01386,2025-02-20,USA,Tablet,Organic,Business,284,A
U01387,2025-01-26,Canada,Mobile,Referral,Business,300,A
U01388,2025-02-14,Australia,Mobile,Google Ads,Individual,1,B
U01389,2025-06-10,Canada,Desktop,Referral,Individual,1,B
U01390,2025-01-04,Canada,Mobile,Referral,Business,14,B
U01391,2025-06-07,Australia,Desktop,LinkedIn Ads,Business,119,B
U01392,2025-02-04,India,Desktop,Referral,Individual,1,B
U01393,2025-01-31,Canada,Tablet,LinkedIn Ads,Individual,1,B
U01394,2025-04-21,Australia,Mobile,Google Ads,Business,144,A
U01395,2025-01-28,India,Desktop,Referral,Business,343,A
U01396,2025-02-07,Australia,Desktop,Organic,Business,87,B
U01397,2025-06-01,Canada,Tablet,Google Ads,Individual,1,B
U01398,2025-06-28,Australia,Tablet,Organic,Individual,1,B
U01399,2025-06-15,Australia,Desktop,Organic,Business,332,A
U01400,2025-04-20,UK,Mobile,LinkedIn Ads,Business,253,B
U01401,2025-06-11,Australia,Desktop,Direct,Individual,1,B
U01402,2025-03-04,Australia,Mobile,Referral,Business,85,A
U01403,2025-06-10,USA,Desktop,Google Ads,Business,341,B
U01404,2025-06-12,UK,Mobile,Referral,Individual,1,B
U01405,2025-01-06,India,Mobile,Referral,Individual,1,A
U01406,2025-01-19,Canada,Desktop,LinkedIn Ads,Business,416,A
U01407,2025-05-23,Australia,Tablet,Referral,Business,272,B
U01408,2025-04-29,Canada,Tablet,Referral,Business,464,B
U01409,2025-01-09,UK,Desktop,Direct,Individual,1,B
U01410,2025-02-04,India,Mobile,Referral,Business,93,B
U01411,2025-02-11,India,Tablet,Organic,Business,282,B
U01412,2025-02-07,India,Desktop,LinkedIn Ads,Business,479,A
U01413,2025-06-13,Canada,Mobile,Direct,Individual,1,B
U01414,2025-01-04,Canada,Tablet,Referral,Individual,1,B
U01415,2025-05-04,UK,Mobile,Google Ads,Individual,1,A
U01416,2025-01-20,UK,Desktop,Google Ads,Individual,1,A
U01417,2025-03-28,UK,Tablet,Referral,Business,101,B
U01418,2025-02-16,Australia,Desktop,Referral,Business,128,A
U01419,2025-05-25,India,Tablet,Organic,Business,175,B
U01420,2025-04-18,USA,Mobile,Google Ads,Business,310,A
U01421,2025-06-06,USA,Desktop,Referral,Individual,1,B
U01422,2025-01-16,Australia,Desktop,LinkedIn Ads,Business,414,A
U01423,2025-05-23,Australia,Tablet,Direct,Business,75,A
U01424,2025-02-05,Australia,Desktop,Organic,Business,447,A
U01425,2025-02-09,India,Mobile,Google Ads,Business,25,A
U01426,2025-02-11,UK,Tablet,Google Ads,Business,279,B
U01427,2025-05-07,UK,Desktop,Direct,Individual,1,B
U01428,2025-01-30,Australia,Tablet,Referral,Business,234,A
U01429,2025-01-25,USA,Desktop,Organic,Business,17,B
U01430,2025-03-05,India,Mobile,Organic,Individual,1,B
U01431,2025-06-16,UK,Tablet,LinkedIn Ads,Individual,1,B
U01432,2025-01-31,Canada,Desktop,Organic,Individual,1,A
U01433,2025-02-02,Canada,Mobile,Organic,Business,377,A
U01434,2025-05-16,Australia,Mobile,Google Ads,Business,354,B
U01435,2025-03-17,India,Desktop,Google Ads,Business,168,B
U01436,2025-01-10,Australia,Tablet,Google Ads,Business,119,B
U01437,2025-02-17,Australia,Mobile,Direct,Business,41,A
U01438,2025-04-22,India,Tablet,Direct,Individual,1,B
U01439,2025-04-25,USA,Mobile,Google Ads,Individual,1,B
U01440,2025-04-15,Australia,Desktop,LinkedIn Ads,Business,399,A
U01441,2025-05-27,UK,Tablet,Google Ads,Individual,1,A
U01442,2025-02-25,UK,Tablet,Direct,Business,250,B
U01443,2025-04-22,USA,Tablet,Google Ads,Individual,1,A
U01444,2025-06-23,USA,Mobile,Referral,Business,288,B
U01445,2025-04-12,UK,Mobile,Organic,Business,275,B
U01446,2025-01-13,USA,Mobile,Google Ads,Individual,1,B
U01447,2025-03-03,UK,Mobile,Referral,Business,150,A
U01448,2025-02-17,Canada,Tablet,Google Ads,Individual,1,B
U01449,2025-05-13,Canada,Mobile,Direct,Individual,1,B
U01450,2025-05-12,USA,Tablet,Referral,Business,107,A
U01451,2025-06-29,UK,Mobile,Direct,Business,308,B
U01452,2025-01-27,USA,Tablet,Referral,Individual,1,B
U01453,2025-02-09,USA,Tablet,LinkedIn Ads,Individual,1,A
U01454,2025-05-23,UK,Mobile,Google Ads,Individual,1,A
U01455,2025-01-09,India,Mobile,Organic,Individual,1,B
U01456,2025-03-12,India,Tablet,Direct,Business,390,B
U01457,2025-02-01,UK,Mobile,LinkedIn Ads,Business,182,B
U01458,2025-02-22,Australia,Desktop,Direct,Individual,1,A
U01459,2025-05-15,India,Mobile,LinkedIn Ads,Business,335,B
U01460,2025-01-18,India,Desktop,Google Ads,Individual,1,A
U01461,2025-06-15,Australia,Mobile,Google Ads,Business,151,B
U01462,2025-06-20,Australia,Desktop,Referral,Individual,1,B
U01463,2025-03-22,UK,Desktop,Organic,Business,71,A
U01464,2025-03-15,Canada,Mobile,Google Ads,Business,375,A
U01465,2025-01-19,India,Mobile,Organic,Business,419,A
U01466,2025-02-26,USA,Desktop,Referral,Individual,1,A
U01467,2025-04-27,Australia,Desktop,Referral,Individual,1,A
U01468,2025-05-17,Australia,Desktop,Referral,Individual,1,B
U01469,2025-01-26,Australia,Mobile,Google Ads,Individual,1,A
U01470,2025-06-07,India,Desktop,Google Ads,Business,447,B
U01471,2025-01-31,India,Tablet,LinkedIn Ads,Business,29,B
U01472,2025-06-12,USA,Desktop,Google Ads,Individual,1,B
U01473,2025-05-20,Australia,Mobile,Referral,Business,302,A
U01474,2025-02-21,India,Mobile,Direct,Individual,1,B
U01475,2025-01-29,USA,Tablet,Organic,Business,368,B
U01476,2025-06-20,India,Tablet,LinkedIn Ads,Individual,1,A
U01477,2025-06-22,UK,Tablet,Google Ads,Business,472,B
U01478,2025-06-15,India,Desktop,Referral,Individual,1,A
U01479,2025-06-19,Australia,Desktop,Organic,Business,481,B
U01480,2025-01-06,India,Mobile,Direct,Business,452,B
U01481,2025-04-17,USA,Mobile,Direct,Individual,1,A
U01482,2025-03-20,USA,Mobile,Direct,Business,163,B
U01483,2025-03-13,Canada,Desktop,Direct,Business,17,B
U01484,2025-06-13,India,Desktop,Organic,Individual,1,B
U01485,2025-04-20,Australia,Mobile,Google Ads,Individual,1,B
U01486,2025-05-15,USA,Desktop,Direct,Business,12,B
U01487,2025-01-10,India,Mobile,LinkedIn Ads,Individual,1,A
U01488,2025-02-10,USA,Desktop,Referral,Business,297,A
U01489,2025-06-21,Canada,Tablet,Google Ads,Business,320,A
U01490,2025-01-13,Australia,Tablet,LinkedIn Ads,Business,432,B
U01491,2025-03-16,Australia,Mobile,Organic,Business,191,A
U01492,2025-05-27,USA,Tablet,LinkedIn Ads,Individual,1,B
U01493,2025-03-16,India,Mobile,LinkedIn Ads,Business,341,A
U01494,2025-06-24,USA,Mobile,Direct,Individual,1,B
U01495,2025-02-18,India,Tablet,LinkedIn Ads,Individual,1,A
U01496,2025-04-26,Australia,Desktop,Google Ads,Individual,1,A
U01497,2025-03-22,India,Desktop,Direct,Individual,1,B
U01498,2025-02-05,UK,Mobile,Organic,Business,116,A
U01499,2025-03-13,Australia,Desktop,Google Ads,Individual,1,A
U01500,2025-01-09,India,Tablet,LinkedIn Ads,Business,400,B
U01501,2025-03-16,Australia,Desktop,Organic,Business,354,B
U01502,2025-04-05,Canada,Mobile,Referral,Business,125,B
U01503,2025-05-03,India,Tablet,Direct,Business,141,A
U01504,2025-04-28,UK,Mobile,LinkedIn Ads,Business,210,B
U01505,2025-04-18,UK,Desktop,Referral,Individual,1,B
U01506,2025-02-02,India,Desktop,Referral,Business,48,A
U01507,2025-01-07,Canada,Tablet,Organic,Individual,1,A
U01508,2025-01-25,UK,Tablet,Organic,Business,226,B
U01509,2025-04-26,UK,Desktop,Google Ads,Individual,1,B
U01510,2025-01-28,UK,Tablet,LinkedIn Ads,Business,372,A
U01511,2025-04-17,India,Desktop,LinkedIn Ads,Business,31,A
U01512,2025-03-03,Australia,Mobile,Direct,Business,311,A
U01513,2025-02-03,USA,Desktop,Organic,Business,57,B
U01514,2025-02-18,India,Desktop,LinkedIn Ads,Individual,1,B
U01515,2025-04-26,Australia,Mobile,Organic,Business,427,A
U01516,2025-05-21,Australia,Desktop,Google Ads,Business,449,B
U01517,2025-05-28,Australia,Desktop,Direct,Individual,1,A
U01518,2025-04-13,USA,Tablet,Google Ads,Individual,1,A
U01519,2025-05-06,India,Desktop,Referral,Business,353,B
U01520,2025-04-03,India,Mobile,Direct,Business,111,A
U01521,2025-03-16,UK,Mobile,Google Ads,Individual,1,B
U01522,2025-04-24,Canada,Desktop,Referral,Business,283,B
U01523,2025-04-06,Australia,Tablet,Referral,Business,63,B
U01524,2025-01-21,Canada,Mobile,Google Ads,Individual,1,A
U01525,2025-01-02,UK,Mobile,LinkedIn Ads,Business,259,B
U01526,2025-04-03,Australia,Tablet,Google Ads,Individual,1,A
U01527,2025-06-21,USA,Desktop,LinkedIn Ads,Business,482,B
U01528,2025-04-20,UK,Mobile,Google Ads,Individual,1,A
U01529,2025-02-24,Canada,Mobile,Direct,Individual,1,B
U01530,2025-03-02,UK,Tablet,Referral,Business,61,B
U01531,2025-01-11,India,Desktop,Organic,Business,214,B
U01532,2025-03-07,India,Desktop,Google Ads,Individual,1,A
U01533,2025-05-14,India,Desktop,Google Ads,Business,337,B
U01534,2025-03-06,Australia,Desktop,LinkedIn Ads,Business,163,A
U01535,2025-02-20,UK,Mobile,Direct,Business,33,B
U01536,2025-05-16,India,Desktop,Organic,Individual,1,B
U01537,2025-01-05,Australia,Desktop,LinkedIn Ads,Individual,1,B
U01538,2025-04-06,Canada,Mobile,Referral,Individual,1,B
U01539,2025-05-28,India,Tablet,Referral,Individual,1,B
U01540,2025-01-13,Australia,Tablet,Direct,Business,137,B
U01541,2025-03-21,USA,Tablet,Organic,Business,478,B
U01542,2025-03-21,USA,Tablet,Direct,Business,456,B
U01543,2025-01-24,Australia,Desktop,Direct,Business,340,B
U01544,2025-04-20,India,Mobile,Referral,Individual,1,B
U01545,2025-05-10,Canada,Desktop,Organic,Business,351,A
U01546,2025-04-03,UK,Mobile,Google Ads,Individual,1,A
U01547,2025-04-22,Australia,Tablet,Google Ads,Business,440,A
U01548,2025-01-24,Canada,Desktop,Organic,Individual,1,B
U01549,2025-06-07,USA,Desktop,LinkedIn Ads,Individual,1,A
U01550,2025-03-04,Australia,Mobile,Direct,Individual,1,A
U01551,2025-03-10,India,Desktop,Direct,Business,58,A
U01552,2025-05-26,India,Mobile,Organic,Individual,1,A
U01553,2025-03-20,Canada,Tablet,Google Ads,Business,193,A
U01554,2025-01-26,UK,Tablet,Google Ads,Individual,1,A
U01555,2025-06-04,Australia,Tablet,Organic,Business,190,A
U01556,2025-04-10,USA,Tablet,Referral,Business,309,B
U01557,2025-02-12,USA,Tablet,LinkedIn Ads,Business,323,A
U01558,2025-04-28,USA,Mobile,LinkedIn Ads,Individual,1,B
U01559,2025-04-02,Canada,Desktop,LinkedIn Ads,Individual,1,A
U01560,2025-05-28,Australia,Tablet,Google Ads,Business,290,A
U01561,2025-03-11,USA,Desktop,Direct,Individual,1,B
U01562,2025-01-03,India,Mobile,Organic,Business,283,A
U01563,2025-06-16,UK,Desktop,Referral,Individual,1,B
U01564,2025-06-07,UK,Tablet,Referral,Business,114,A
U01565,2025-04-11,India,Desktop,Google Ads,Individual,1,B
U01566,2025-02-12,USA,Mobile,LinkedIn Ads,Business,416,A
U01567,2025-06-06,Canada,Desktop,Direct,Individual,1,A
U01568,2025-05-23,India,Mobile,Referral,Business,193,B
U01569,2025-04-19,USA,Mobile,Google Ads,Business,452,A
U01570,2025-04-07,USA,Mobile,LinkedIn Ads,Business,322,B
U01571,2025-04-19,UK,Desktop,Referral,Individual,1,B
U01572,2025-03-03,USA,Desktop,Referral,Individual,1,B
U01573,2025-02-04,India,Desktop,Google Ads,Individual,1,A
U01574,2025-03-20,USA,Desktop,Organic,Business,353,B
U01575,2025-06-24,Australia,Mobile,Organic,Individual,1,A
U01576,2025-01-28,India,Desktop,Organic,Business,350,B
U01577,2025-05-01,Canada,Mobile,Organic,Individual,1,A
U01578,2025-06-20,UK,Desktop,Direct,Individual,1,B
U01579,2025-06-21,USA,Mobile,Referral,Individual,1,A
U01580,2025-03-20,UK,Tablet,Organic,Individual,1,B
U01581,2025-02-07,Canada,Desktop,Direct,Business,27,B
U01582,2025-02-14,USA,Desktop,Organic,Business,168,B
U01583,2025-03-01,Australia,Mobile,LinkedIn Ads,Business,389,B
U01584,2025-01-20,Australia,Mobile,Organic,Business,400,A
U01585,2025-01-12,Canada,Tablet,LinkedIn Ads,Business,104,B
U01586,2025-04-15,UK,Desktop,LinkedIn Ads,Individual,1,A
U01587,2025-05-15,UK,Desktop,Direct,Business,45,A
U01588,2025-04-13,UK,Desktop,Google Ads,Individual,1,A
U01589,2025-06-19,India,Tablet,LinkedIn Ads,Individual,1,A
U01590,2025-06-01,Australia,Desktop,Direct,Business,19,A
U01591,2025-03-23,Canada,Tablet,Direct,Business,115,B
U01592,2025-06-30,UK,Tablet,Direct,Individual,1,B
U01593,2025-01-18,Australia,Tablet,Direct,Business,317,B
U01594,2025-06-07,USA,Desktop,Referral,Business,423,A
U01595,2025-02-18,USA,Mobile,Organic,Individual,1,B
U01596,2025-06-15,USA,Desktop,Direct,Individual,1,A
U01597,2025-05-27,UK,Tablet,Direct,Individual,1,A
U01598,2025-05-23,USA,Desktop,Google Ads,Business,316,A
U01599,2025-01-29,Australia,Desktop,Referral,Business,79,B
U01600,2025-01-17,Australia,Desktop,LinkedIn Ads,Business,180,A
U01601,2025-05-15,USA,Mobile,Google Ads,Individual,1,B
U01602,2025-04-07,USA,Mobile,Organic,Business,498,A
U01603,2025-03-19,India,Mobile,Organic,Individual,1,A
U01604,2025-06-26,UK,Mobile,Google Ads,Individual,1,B
U01605,2025-04-16,India,Tablet,Google Ads,Individual,1,B
U01606,2025-06-14,Canada,Mobile,LinkedIn Ads,Business,26,A
U01607,2025-04-17,USA,Mobile,LinkedIn Ads,Individual,1,A
U01608,2025-01-22,UK,Desktop,Organic,Business,95,A
U01609,2025-01-03,UK,Desktop,Organic,Individual,1,A
U01610,2025-05-09,Australia,Desktop,LinkedIn Ads,Individual,1,B
U01611,2025-05-18,UK,Desktop,Direct,Individual,1,B
U01612,2025-02-02,USA,Mobile,Organic,Business,197,B
U01613,2025-06-05,USA,Mobile,Referral,Business,462,A
U01614,2025-01-24,Australia,Desktop,LinkedIn Ads,Individual,1,A
U01615,2025-05-19,Canada,Tablet,Direct,Individual,1,A
U01616,2025-05-04,UK,Tablet,Google Ads,Individual,1,A
U01617,2025-03-27,Australia,Mobile,Referral,Business,462,B
U01618,2025-05-16,Australia,Mobile,Direct,Business,423,A
U01619,2025-06-10,USA,Mobile,Organic,Individual,1,B
U01620,2025-06-05,India,Mobile,Direct,Business,250,B
U01621,2025-01-06,Canada,Desktop,LinkedIn Ads,Business,195,B
U01622,2025-01-20,USA,Tablet,Google Ads,Business,32,A
U01623,2025-04-01,USA,Desktop,Organic,Business,475,B
U01624,2025-02-09,UK,Mobile,LinkedIn Ads,Individual,1,B
U01625,2025-01-06,UK,Tablet,Referral,Individual,1,A
U01626,2025-03-14,Australia,Desktop,Direct,Business,104,A
U01627,2025-04-06,India,Tablet,Organic,Individual,1,A
U01628,2025-01-23,USA,Desktop,Google Ads,Business,422,B
U01629,2025-01-18,Australia,Desktop,Google Ads,Business,49,B
U01630,2025-03-09,Canada,Desktop,Organic,Individual,1,B
U01631,2025-03-02,Canada,Mobile,Direct,Business,197,B
U01632,2025-03-27,UK,Tablet,Referral,Business,330,B
U01633,2025-02-22,UK,Tablet,Direct,Business,417,A
U01634,2025-04-18,India,Desktop,Organic,Business,446,B
U01635,2025-02-12,India,Tablet,LinkedIn Ads,Business,285,A
U01636,2025-05-03,India,Tablet,Organic,Individual,1,A
U01637,2025-01-12,USA,Tablet,Direct,Individual,1,A
U01638,2025-05-19,UK,Tablet,Google Ads,Business,169,A
U01639,2025-02-15,India,Tablet,Organic,Business,308,B
U01640,2025-05-10,Canada,Mobile,Organic,Individual,1,A
U01641,2025-06-13,USA,Mobile,Referral,Individual,1,B
U01642,2025-01-02,USA,Tablet,Referral,Individual,1,A
U01643,2025-06-04,USA,Desktop,Google Ads,Individual,1,A
U01644,2025-01-15,India,Tablet,Google Ads,Business,376,B
U01645,2025-04-27,India,Mobile,Referral,Individual,1,B
U01646,2025-02-14,Australia,Tablet,Direct,Business,33,B
U01647,2025-03-06,Canada,Mobile,Organic,Business,183,B
U01648,2025-01-11,USA,Mobile,Google Ads,Business,102,B
U01649,2025-05-05,UK,Tablet,Organic,Business,266,B
U01650,2025-01-14,Canada,Tablet,Google Ads,Business,95,B
U01651,2025-06-27,USA,Tablet,Referral,Business,209,B
U01652,2025-05-02,Canada,Tablet,Referral,Individual,1,B
U01653,2025-05-22,India,Tablet,LinkedIn Ads,Individual,1,A
U01654,2025-02-08,UK,Desktop,Direct,Individual,1,A
U01655,2025-01-21,Australia,Mobile,Google Ads,Business,115,B
U01656,2025-05-24,Canada,Mobile,Google Ads,Business,32,B
U01657,2025-04-16,USA,Mobile,LinkedIn Ads,Individual,1,A
U01658,2025-02-26,Canada,Desktop,Direct,Individual,1,B
U01659,2025-01-04,Australia,Desktop,Referral,Individual,1,A
U01660,2025-03-24,UK,Mobile,LinkedIn Ads,Individual,1,B
U01661,2025-06-21,Australia,Tablet,Google Ads,Business,85,B
U01662,2025-04-19,Canada,Desktop,Referral,Business,335,A
U01663,2025-05-20,Canada,Desktop,LinkedIn Ads,Individual,1,B
U01664,2025-04-11,USA,Tablet,Referral,Business,295,A
U01665,2025-06-22,India,Desktop,LinkedIn Ads,Business,322,B
U01666,2025-04-29,Australia,Desktop,Referral,Business,296,A
U01667,2025-04-20,Canada,Tablet,Organic,Business,143,B
U01668,2025-05-25,Australia,Tablet,Referral,Business,83,A
U01669,2025-04-14,India,Mobile,Organic,Individual,1,B
U01670,2025-04-17,Australia,Mobile,Referral,Business,461,B
U01671,2025-03-02,Australia,Tablet,Google Ads,Business,251,B
U01672,2025-03-31,Australia,Mobile,Direct,Individual,1,B
U01673,2025-05-07,Canada,Mobile,Google Ads,Individual,1,A
U01674,2025-04-18,Canada,Desktop,Organic,Individual,1,A
U01675,2025-05-04,Australia,Mobile,Direct,Individual,1,B
U01676,2025-05-25,Australia,Desktop,Google Ads,Business,46,B
U01677,2025-01-24,India,Tablet,Google Ads,Business,250,B
U01678,2025-03-03,USA,Mobile,LinkedIn Ads,Business,442,A
U01679,2025-06-03,UK,Mobile,Organic,Business,490,A
U01680,2025-01-13,Canada,Tablet,Google Ads,Business,170,B
U01681,2025-06-16,USA,Desktop,Google Ads,Business,248,B
U01682,2025-06-09,India,Tablet,Google Ads,Individual,1,B
U01683,2025-04-11,UK,Mobile,Google Ads,Business,278,A
U01684,2025-06-09,Canada,Mobile,LinkedIn Ads,Individual,1,B
U01685,2025-02-27,India,Mobile,Google Ads,Individual,1,B
U01686,2025-04-18,USA,Tablet,LinkedIn Ads,Individual,1,B
U01687,2025-06-25,India,Mobile,Google Ads,Individual,1,A
U01688,2025-02-23,UK,Desktop,Google Ads,Individual,1,B
U01689,2025-01-27,Canada,Tablet,Direct,Individual,1,B
U01690,2025-04-12,India,Tablet,Organic,Individual,1,A
U01691,2025-03-16,UK,Desktop,LinkedIn Ads,Business,342,B
U01692,2025-01-08,Canada,Mobile,Direct,Business,401,B
U01693,2025-01-05,UK,Desktop,Referral,Business,387,A
U01694,2025-06-19,Canada,Desktop,LinkedIn Ads,Business,365,A
U01695,2025-06-03,Canada,Mobile,LinkedIn Ads,Individual,1,A
U01696,2025-05-18,UK,Tablet,LinkedIn Ads,Individual,1,A
U01697,2025-04-13,UK,Tablet,Referral,Individual,1,B
U01698,2025-03-10,Australia,Mobile,Organic,Individual,1,B
U01699,2025-05-03,India,Tablet,Direct,Business,29,B
U01700,2025-04-01,Canada,Mobile,LinkedIn Ads,Business,339,A
U01701,2025-06-25,Canada,Tablet,Google Ads,Individual,1,B
U01702,2025-01-09,USA,Desktop,LinkedIn Ads,Business,409,B
U01703,2025-06-11,USA,Mobile,Google Ads,Individual,1,B
U01704,2025-04-15,UK,Tablet,Organic,Business,51,B
U01705,2025-03-16,India,Desktop,LinkedIn Ads,Individual,1,B
U01706,2025-04-20,Canada,Mobile,Organic,Business,124,B
U01707,2025-05-24,Canada,Mobile,Referral,Individual,1,A
U01708,2025-04-09,India,Tablet,LinkedIn Ads,Individual,1,B
U01709,2025-05-01,Canada,Desktop,Google Ads,Individual,1,B
U01710,2025-02-19,USA,Desktop,Google Ads,Individual,1,A
U01711,2025-05-25,India,Desktop,Referral,Individual,1,B
U01712,2025-01-14,UK,Mobile,Google Ads,Individual,1,B
U01713,2025-02-26,USA,Tablet,Google Ads,Individual,1,A
U01714,2025-05-25,Australia,Mobile,Google Ads,Business,418,B
U01715,2025-06-01,USA,Mobile,Organic,Business,409,A
U01716,2025-03-17,India,Tablet,LinkedIn Ads,Individual,1,B
U01717,2025-04-09,Australia,Desktop,Direct,Business,348,B
U01718,2025-05-27,USA,Tablet,Organic,Business,440,A
U01719,2025-06-23,Canada,Tablet,Direct,Business,375,B
U01720,2025-02-23,UK,Mobile,Organic,Business,264,A
U01721,2025-01-27,Canada,Mobile,Organic,Individual,1,A
U01722,2025-04-10,UK,Desktop,Direct,Business,156,B
U01723,2025-01-23,USA,Desktop,Referral,Individual,1,A
U01724,2025-06-23,UK,Tablet,Google Ads,Business,35,B
U01725,2025-01-28,India,Tablet,Google Ads,Individual,1,A
U01726,2025-02-02,UK,Tablet,Referral,Business,281,A
U01727,2025-02-04,Australia,Tablet,Google Ads,Individual,1,A
U01728,2025-03-07,Canada,Mobile,Google Ads,Business,369,A
U01729,2025-02-12,India,Tablet,Direct,Individual,1,B
U01730,2025-02-01,Canada,Desktop,Organic,Business,400,A
U01731,2025-05-01,USA,Tablet,Referral,Business,53,B
U01732,2025-03-09,Canada,Mobile,LinkedIn Ads,Individual,1,B
U01733,2025-03-22,Canada,Tablet,Organic,Business,453,B
U01734,2025-04-03,Australia,Tablet,Google Ads,Business,36,A
U01735,2025-03-15,India,Tablet,Google Ads,Individual,1,B
U01736,2025-02-06,USA,Tablet,Direct,Individual,1,A
U01737,2025-04-14,USA,Tablet,LinkedIn Ads,Individual,1,A
U01738,2025-06-15,Australia,Mobile,Google Ads,Individual,1,B
U01739,2025-03-03,India,Mobile,LinkedIn Ads,Business,402,B
U01740,2025-06-07,Canada,Mobile,Direct,Business,398,B
U01741,2025-04-20,Canada,Tablet,Organic,Individual,1,A
U01742,2025-02-08,UK,Mobile,LinkedIn Ads,Individual,1,A
U01743,2025-01-12,India,Tablet,LinkedIn Ads,Individual,1,A
U01744,2025-02-23,USA,Tablet,Direct,Individual,1,A
U01745,2025-06-20,Australia,Mobile,LinkedIn Ads,Individual,1,B
U01746,2025-02-15,UK,Desktop,LinkedIn Ads,Business,237,A
U01747,2025-05-24,Canada,Desktop,LinkedIn Ads,Business,142,B
U01748,2025-05-05,India,Mobile,Direct,Individual,1,A
U01749,2025-02-10,UK,Tablet,Referral,Business,115,B
U01750,2025-06-05,Australia,Mobile,Organic,Business,464,A
U01751,2025-02-03,Canada,Mobile,Direct,Individual,1,A
U01752,2025-05-08,UK,Mobile,Organic,Individual,1,A
U01753,2025-03-31,Canada,Mobile,Google Ads,Business,274,A
U01754,2025-03-11,Australia,Desktop,Direct,Business,384,B
U01755,2025-06-03,USA,Tablet,Organic,Individual,1,A
U01756,2025-06-13,Canada,Tablet,Referral,Individual,1,A
U01757,2025-03-02,Australia,Mobile,Google Ads,Business,231,A
U01758,2025-05-23,USA,Desktop,Direct,Business,433,A
U01759,2025-02-23,UK,Mobile,Organic,Business,84,B
U01760,2025-04-05,Australia,Mobile,Google Ads,Individual,1,B
U01761,2025-05-24,USA,Desktop,Direct,Business,388,B
U01762,2025-01-28,USA,Mobile,LinkedIn Ads,Individual,1,B
U01763,2025-03-10,Canada,Mobile,Direct,Business,309,B
U01764,2025-01-22,USA,Tablet,LinkedIn Ads,Individual,1,B
U01765,2025-05-15,India,Mobile,Direct,Individual,1,B
U01766,2025-01-16,India,Desktop,Google Ads,Individual,1,B
U01767,2025-02-01,Canada,Tablet,Referral,Business,321,A
U01768,2025-01-16,India,Mobile,Google Ads,Business,135,B
U01769,2025-03-13,USA,Tablet,Direct,Business,181,B
U01770,2025-06-21,Canada,Desktop,Organic,Business,190,A
U01771,2025-02-11,India,Mobile,LinkedIn Ads,Business,113,B
U01772,2025-06-09,Australia,Tablet,Organic,Business,26,A
U01773,2025-04-21,Australia,Mobile,Organic,Individual,1,A
U01774,2025-02-13,Canada,Mobile,Direct,Individual,1,B
U01775,2025-06-19,USA,Tablet,Referral,Individual,1,B
U01776,2025-04-21,Canada,Desktop,Google Ads,Individual,1,A
U01777,2025-04-25,India,Tablet,LinkedIn Ads,Business,81,B
U01778,2025-05-08,USA,Tablet,Google Ads,Individual,1,A
U01779,2025-02-22,Australia,Tablet,Google Ads,Business,67,A
U01780,2025-03-07,USA,Mobile,Google Ads,Business,446,A
U01781,2025-06-23,India,Mobile,Organic,Business,25,B
U01782,2025-05-13,Canada,Mobile,Google Ads,Individual,1,A
U01783,2025-05-21,India,Desktop,Direct,Individual,1,B
U01784,2025-04-11,Canada,Mobile,Google Ads,Individual,1,A
U01785,2025-05-04,Australia,Desktop,LinkedIn Ads,Individual,1,A
U01786,2025-01-20,Canada,Tablet,Referral,Individual,1,A
U01787,2025-06-02,Canada,Desktop,Organic,Individual,1,A
U01788,2025-02-15,Canada,Tablet,Organic,Individual,1,B
U01789,2025-03-13,UK,Tablet,Google Ads,Individual,1,A
U01790,2025-01-08,USA,Desktop,Google Ads,Business,10,B
U01791,2025-02-19,Canada,Desktop,Google Ads,Individual,1,A
U01792,2025-04-10,Australia,Mobile,Google Ads,Individual,1,A
U01793,2025-04-07,USA,Desktop,Referral,Individual,1,A
U01794,2025-03-25,Canada,Tablet,Organic,Individual,1,B
U01795,2025-06-25,Canada,Desktop,Organic,Individual,1,A
U01796,2025-01-21,Australia,Tablet,Direct,Business,188,A
U01797,2025-05-12,USA,Tablet,Organic,Individual,1,A
U01798,2025-04-27,USA,Tablet,Google Ads,Individual,1,B
U01799,2025-01-21,India,Tablet,Direct,Individual,1,B
U01800,2025-02-03,India,Mobile,Google Ads,Individual,1,B
U01801,2025-06-21,UK,Mobile,LinkedIn Ads,Business,399,A
U01802,2025-03-28,USA,Desktop,Referral,Individual,1,B
