event_id,user_id,event_date,funnel_stage
E004125,U01111,2025-06-13,Feature Used
E004126,U01111,2025-06-14,Subscription Purchased
E004127,U01111,2025-06-12,Retained 30 Days
E004128,U01112,2025-05-24,Signup
E004129,U01112,2025-05-30,Email Verified
E004130,U01113,2025-01-26,Signup
E004131,U01113,2025-01-28,Email Verified
E004132,U01114,2025-04-01,Signup
E004133,U01114,2025-04-03,Email Verified
E004134,U01114,2025-04-03,Trial Started
E004135,U01114,2025-04-09,Feature Used
E004136,U01115,2025-01-12,Signup
E004137,U01115,2025-01-12,Email Verified
E004138,U01115,2025-01-12,Trial Started
E004139,U01115,2025-01-15,Feature Used
E004140,U01116,2025-03-07,Signup
E004141,U01116,2025-03-09,Email Verified
E004142,U01116,2025-03-08,Trial Started
E004143,U01116,2025-03-09,Feature Used
E004144,U01117,2025-04-07,Signup
E004145,U01118,2025-02-15,Signup
E004146,U01118,2025-02-13,Email Verified
E004147,U01118,2025-02-14,Trial Started
E004148,U01118,2025-02-19,Feature Used
E004149,U01118,2025-02-18,Subscription Purchased
E004150,U01118,2025-02-20,Retained 30 Days
E004151,U01119,2025-05-12,Signup
E004152,U01119,2025-05-15,Email Verified
E004153,U01120,2025-02-20,Signup
E004154,U01121,2025-03-24,Signup
E004155,U01121,2025-03-22,Email Verified
E004156,U01121,2025-03-25,Trial Started
E004157,U01121,2025-03-26,Feature Used
E004158,U01121,2025-03-25,Subscription Purchased
E004159,U01121,2025-03-26,Retained 30 Days
E004160,U01122,2025-03-18,Signup
E004161,U01122,2025-03-17,Email Verified
E004162,U01122,2025-03-18,Trial Started
E004163,U01122,2025-03-21,Feature Used
E004164,U01122,2025-03-22,Subscription Purchased
E004165,U01122,2025-03-21,Retained 30 Days
E004166,U01123,2025-02-15,Signup
E004167,U01123,2025-02-19,Email Verified
E004168,U01123,2025-02-19,Trial Started
E004169,U01123,2025-02-16,Feature Used
E004170,U01123,2025-02-19,Subscription Purchased
E004171,U01123,2025-02-18,Retained 30 Days
E004172,U01124,2025-04-04,Signup
E004173,U01124,2025-04-05,Email Verified
E004174,U01124,2025-04-07,Trial Started
E004175,U01124,2025-04-08,Feature Used
E004176,U01124,2025-04-07,Subscription Purchased
E004177,U01124,2025-04-10,Retained 30 Days
E004178,U01125,2025-06-30,Signup
E004179,U01125,2025-07-06,Email Verified
E004180,U01125,2025-07-04,Trial Started
E004181,U01125,2025-07-06,Feature Used
E004182,U01125,2025-07-06,Subscription Purchased
E004183,U01126,2025-04-26,Signup
E004184,U01126,2025-04-27,Email Verified
E004185,U01126,2025-04-30,Trial Started
E004186,U01126,2025-05-03,Feature Used
E004187,U01127,2025-03-22,Signup
E004188,U01128,2025-04-21,Signup
E004189,U01128,2025-04-20,Email Verified
E004190,U01128,2025-04-25,Trial Started
E004191,U01129,2025-06-01,Signup
E004192,U01129,2025-06-02,Email Verified
E004193,U01129,2025-05-31,Trial Started
E004194,U01130,2025-01-28,Signup
E004195,U01130,2025-01-30,Email Verified
E004196,U01131,2025-03-24,Signup
E004197,U01131,2025-03-22,Email Verified
E004198,U01131,2025-03-24,Trial Started
E004199,U01131,2025-03-24,Feature Used
E004200,U01131,2025-03-28,Subscription Purchased
E004201,U01132,2025-02-05,Signup
E004202,U01132,2025-02-07,Email Verified
E004203,U01132,2025-02-11,Trial Started
E004204,U01132,2025-02-10,Feature Used
E004205,U01133,2025-01-31,Signup
E004206,U01134,2025-02-20,Signup
E004207,U01134,2025-02-20,Email Verified
E004208,U01135,2025-04-08,Signup
E004209,U01135,2025-04-06,Email Verified
E004210,U01135,2025-04-05,Trial Started
E004211,U01135,2025-04-07,Feature Used
E004212,U01135,2025-04-07,Subscription Purchased
E004213,U01136,2025-05-04,Signup
E004214,U01137,2025-01-13,Signup
E004215,U01137,2025-01-12,Email Verified
E004216,U01137,2025-01-17,Trial Started
E004217,U01137,2025-01-15,Feature Used
E004218,U01137,2025-01-20,Subscription Purchased
E004219,U01137,2025-01-19,Retained 30 Days
E004220,U01138,2025-04-14,Signup
E004221,U01138,2025-04-19,Email Verified
E004222,U01138,2025-04-21,Trial Started
E004223,U01138,2025-04-19,Feature Used
E004224,U01139,2025-02-25,Signup
E004225,U01139,2025-02-22,Email Verified
E004226,U01139,2025-02-26,Trial Started
E004227,U01139,2025-02-24,Feature Used
E004228,U01140,2025-05-23,Signup
E004229,U01140,2025-05-21,Email Verified
E004230,U01140,2025-05-25,Trial Started
E004231,U01140,2025-05-24,Feature Used
E004232,U01141,2025-04-22,Signup
E004233,U01141,2025-04-24,Email Verified
E004234,U01141,2025-04-20,Trial Started
E004235,U01141,2025-04-21,Feature Used
E004236,U01141,2025-04-22,Subscription Purchased
E004237,U01141,2025-04-27,Retained 30 Days
E004238,U01142,2025-04-29,Signup
E004239,U01142,2025-04-29,Email Verified
E004240,U01142,2025-05-05,Trial Started
E004241,U01143,2025-05-10,Signup
E004242,U01143,2025-05-08,Email Verified
E004243,U01143,2025-05-11,Trial Started
E004244,U01143,2025-05-14,Feature Used
E004245,U01143,2025-05-15,Subscription Purchased
E004246,U01144,2025-05-12,Signup
E004247,U01144,2025-05-08,Email Verified
E004248,U01144,2025-05-11,Trial Started
E004249,U01144,2025-05-12,Feature Used
E004250,U01145,2025-01-10,Signup
E004251,U01145,2025-01-11,Email Verified
E004252,U01146,2025-02-13,Signup
E004253,U01146,2025-02-18,Email Verified
E004254,U01146,2025-02-17,Trial Started
E004255,U01146,2025-02-18,Feature Used
E004256,U01146,2025-02-21,Subscription Purchased
E004257,U01146,2025-02-19,Retained 30 Days
E004258,U01147,2025-06-27,Signup
E004259,U01147,2025-06-29,Email Verified
E004260,U01147,2025-06-29,Trial Started
E004261,U01147,2025-06-29,Feature Used
E004262,U01147,2025-07-03,Subscription Purchased
E004263,U01147,2025-07-02,Retained 30 Days
E004264,U01148,2025-04-19,Signup
E004265,U01148,2025-04-21,Email Verified
E004266,U01148,2025-04-23,Trial Started
E004267,U01148,2025-04-22,Feature Used
E004268,U01148,2025-04-25,Subscription Purchased
E004269,U01149,2025-03-03,Signup
E004270,U01149,2025-02-28,Email Verified
E004271,U01149,2025-03-05,Trial Started
E004272,U01149,2025-03-02,Feature Used
E004273,U01149,2025-03-08,Subscription Purchased
E004274,U01149,2025-03-07,Retained 30 Days
E004275,U01150,2025-04-18,Signup
E004276,U01150,2025-04-21,Email Verified
E004277,U01150,2025-04-23,Trial Started
E004278,U01150,2025-04-20,Feature Used
E004279,U01150,2025-04-21,Subscription Purchased
E004280,U01150,2025-04-26,Retained 30 Days
E004281,U01151,2025-05-21,Signup
E004282,U01151,2025-05-26,Email Verified
E004283,U01151,2025-05-26,Trial Started
E004284,U01151,2025-05-24,Feature Used
E004285,U01151,2025-05-28,Subscription Purchased
E004286,U01152,2025-05-26,Signup
E004287,U01152,2025-05-24,Email Verified
E004288,U01152,2025-05-29,Trial Started
E004289,U01152,2025-05-26,Feature Used
E004290,U01152,2025-05-27,Subscription Purchased
E004291,U01152,2025-05-28,Retained 30 Days
E004292,U01153,2025-03-05,Signup
E004293,U01153,2025-03-08,Email Verified
E004294,U01153,2025-03-05,Trial Started
E004295,U01153,2025-03-08,Feature Used
E004296,U01153,2025-03-10,Subscription Purchased
E004297,U01154,2025-02-28,Signup
E004298,U01154,2025-02-26,Email Verified
E004299,U01154,2025-02-27,Trial Started
E004300,U01154,2025-02-27,Feature Used
E004301,U01154,2025-03-02,Subscription Purchased
E004302,U01155,2025-03-01,Signup
E004303,U01155,2025-02-26,Email Verified
E004304,U01155,2025-02-28,Trial Started
E004305,U01155,2025-03-02,Feature Used
E004306,U01155,2025-03-02,Subscription Purchased
E004307,U01156,2025-01-06,Signup
E004308,U01156,2025-01-09,Email Verified
E004309,U01156,2025-01-11,Trial Started
E004310,U01156,2025-01-14,Feature Used
E004311,U01156,2025-01-12,Subscription Purchased
E004312,U01156,2025-01-12,Retained 30 Days
E004313,U01157,2025-02-13,Signup
E004314,U01157,2025-02-11,Email Verified
E004315,U01158,2025-05-14,Signup
E004316,U01158,2025-05-20,Email Verified
E004317,U01158,2025-05-16,Trial Started
E004318,U01158,2025-05-19,Feature Used
E004319,U01158,2025-05-22,Subscription Purchased
E004320,U01158,2025-05-23,Retained 30 Days
E004321,U01159,2025-01-29,Signup
E004322,U01159,2025-02-03,Email Verified
E004323,U01159,2025-01-30,Trial Started
E004324,U01159,2025-02-02,Feature Used
E004325,U01159,2025-02-03,Subscription Purchased
E004326,U01159,2025-02-02,Retained 30 Days
E004327,U01160,2025-06-28,Signup
E004328,U01161,2025-03-18,Signup
E004329,U01161,2025-03-14,Email Verified
E004330,U01161,2025-03-17,Trial Started
E004331,U01161,2025-03-20,Feature Used
E004332,U01161,2025-03-22,Subscription Purchased
E004333,U01161,2025-03-18,Retained 30 Days
E004334,U01162,2025-06-10,Signup
E004335,U01163,2025-04-21,Signup
E004336,U01163,2025-04-26,Email Verified
E004337,U01163,2025-04-27,Trial Started
E004338,U01164,2025-03-31,Signup
E004339,U01164,2025-03-29,Email Verified
E004340,U01164,2025-03-29,Trial Started
E004341,U01164,2025-03-30,Feature Used
E004342,U01164,2025-04-04,Subscription Purchased
E004343,U01165,2025-06-12,Signup
E004344,U01165,2025-06-12,Email Verified
E004345,U01166,2025-02-24,Signup
E004346,U01166,2025-02-23,Email Verified
E004347,U01166,2025-02-23,Trial Started
E004348,U01166,2025-02-25,Feature Used
E004349,U01166,2025-02-25,Subscription Purchased
E004350,U01166,2025-02-28,Retained 30 Days
E004351,U01167,2025-03-17,Signup
E004352,U01167,2025-03-19,Email Verified
E004353,U01167,2025-03-19,Trial Started
E004354,U01167,2025-03-24,Feature Used
E004355,U01167,2025-03-25,Subscription Purchased
E004356,U01167,2025-03-25,Retained 30 Days
E004357,U01168,2025-03-08,Signup
E004358,U01168,2025-03-08,Email Verified
E004359,U01168,2025-03-06,Trial Started
E004360,U01168,2025-03-10,Feature Used
E004361,U01169,2025-03-01,Signup
E004362,U01170,2025-03-30,Signup
E004363,U01170,2025-03-30,Email Verified
E004364,U01171,2025-01-20,Signup
E004365,U01171,2025-01-17,Email Verified
E004366,U01171,2025-01-17,Trial Started
E004367,U01171,2025-01-22,Feature Used
E004368,U01171,2025-01-23,Subscription Purchased
E004369,U01172,2025-02-19,Signup
E004370,U01172,2025-02-23,Email Verified
E004371,U01172,2025-02-23,Trial Started
E004372,U01172,2025-02-25,Feature Used
E004373,U01172,2025-02-23,Subscription Purchased
E004374,U01172,2025-03-01,Retained 30 Days
E004375,U01173,2025-05-21,Signup
E004376,U01173,2025-05-24,Email Verified
E004377,U01173,2025-05-25,Trial Started
E004378,U01173,2025-05-25,Feature Used
E004379,U01173,2025-05-24,Subscription Purchased
E004380,U01174,2025-04-15,Signup
E004381,U01174,2025-04-21,Email Verified
E004382,U01175,2025-02-04,Signup
E004383,U01175,2025-02-06,Email Verified
E004384,U01175,2025-02-08,Trial Started
E004385,U01175,2025-02-08,Feature Used
E004386,U01175,2025-02-10,Subscription Purchased
E004387,U01176,2025-06-04,Signup
E004388,U01176,2025-06-05,Email Verified
E004389,U01176,2025-06-03,Trial Started
E004390,U01176,2025-06-06,Feature Used
E004391,U01177,2025-05-02,Signup
E004392,U01177,2025-05-04,Email Verified
E004393,U01177,2025-05-06,Trial Started
E004394,U01177,2025-05-05,Feature Used
E004395,U01177,2025-05-08,Subscription Purchased
E004396,U01177,2025-05-10,Retained 30 Days
E004397,U01178,2025-06-25,Signup
E004398,U01179,2025-05-09,Signup
E004399,U01179,2025-05-10,Email Verified
E004400,U01179,2025-05-09,Trial Started
E004401,U01179,2025-05-10,Feature Used
E004402,U01179,2025-05-10,Subscription Purchased
E004403,U01179,2025-05-12,Retained 30 Days
E004404,U01180,2025-02-20,Signup
E004405,U01180,2025-02-21,Email Verified
E004406,U01180,2025-02-23,Trial Started
E004407,U01180,2025-02-27,Feature Used
E004408,U01181,2025-03-20,Signup
E004409,U01181,2025-03-23,Email Verified
E004410,U01181,2025-03-26,Trial Started
E004411,U01181,2025-03-26,Feature Used
E004412,U01181,2025-03-25,Subscription Purchased
E004413,U01181,2025-03-26,Retained 30 Days
E004414,U01182,2025-04-02,Signup
E004415,U01182,2025-04-02,Email Verified
E004416,U01182,2025-04-03,Trial Started
E004417,U01183,2025-01-30,Signup
E004418,U01183,2025-02-01,Email Verified
E004419,U01183,2025-02-03,Trial Started
E004420,U01183,2025-02-03,Feature Used
E004421,U01183,2025-02-01,Subscription Purchased
E004422,U01184,2025-04-17,Signup
E004423,U01184,2025-04-22,Email Verified
E004424,U01184,2025-04-20,Trial Started
E004425,U01184,2025-04-21,Feature Used
E004426,U01184,2025-04-23,Subscription Purchased
E004427,U01184,2025-04-25,Retained 30 Days
E004428,U01185,2025-06-28,Signup
E004429,U01186,2025-01-18,Signup
E004430,U01186,2025-01-18,Email Verified
E004431,U01186,2025-01-17,Trial Started
E004432,U01186,2025-01-23,Feature Used
E004433,U01186,2025-01-21,Subscription Purchased
E004434,U01186,2025-01-24,Retained 30 Days
E004435,U01187,2025-06-01,Signup
E004436,U01187,2025-06-03,Email Verified
E004437,U01187,2025-06-05,Trial Started
E004438,U01187,2025-06-02,Feature Used
E004439,U01187,2025-06-04,Subscription Purchased
E004440,U01188,2025-03-16,Signup
E004441,U01189,2025-06-22,Signup
E004442,U01189,2025-06-22,Email Verified
E004443,U01189,2025-06-25,Trial Started
E004444,U01190,2025-03-13,Signup
E004445,U01190,2025-03-12,Email Verified
E004446,U01190,2025-03-13,Trial Started
E004447,U01190,2025-03-16,Feature Used
E004448,U01190,2025-03-14,Subscription Purchased
E004449,U01191,2025-07-02,Signup
E004450,U01192,2025-03-31,Signup
E004451,U01192,2025-03-29,Email Verified
E004452,U01192,2025-03-30,Trial Started
E004453,U01192,2025-04-02,Feature Used
E004454,U01193,2025-03-14,Signup
E004455,U01193,2025-03-20,Email Verified
E004456,U01193,2025-03-19,Trial Started
E004457,U01194,2025-05-05,Signup
E004458,U01194,2025-05-09,Email Verified
E004459,U01194,2025-05-09,Trial Started
E004460,U01194,2025-05-11,Feature Used
E004461,U01194,2025-05-08,Subscription Purchased
E004462,U01195,2025-05-02,Signup
E004463,U01196,2025-05-27,Signup
E004464,U01196,2025-05-27,Email Verified
E004465,U01196,2025-05-30,Trial Started
E004466,U01196,2025-05-29,Feature Used
E004467,U01196,2025-05-30,Subscription Purchased
E004468,U01196,2025-06-04,Retained 30 Days
E004469,U01197,2025-04-14,Signup
E004470,U01197,2025-04-17,Email Verified
E004471,U01197,2025-04-18,Trial Started
E004472,U01197,2025-04-16,Feature Used
E004473,U01197,2025-04-18,Subscription Purchased
E004474,U01197,2025-04-20,Retained 30 Days
E004475,U01198,2025-02-25,Signup
E004476,U01198,2025-02-21,Email Verified
E004477,U01198,2025-02-27,Trial Started
E004478,U01198,2025-02-25,Feature Used
E004479,U01198,2025-02-28,Subscription Purchased
E004480,U01198,2025-02-28,Retained 30 Days
E004481,U01199,2025-02-22,Signup
E004482,U01199,2025-02-25,Email Verified
E004483,U01199,2025-02-27,Trial Started
E004484,U01199,2025-02-26,Feature Used
E004485,U01199,2025-02-26,Subscription Purchased
E004486,U01200,2025-02-27,Signup
E004487,U01201,2025-04-17,Signup
E004488,U01201,2025-04-16,Email Verified
E004489,U01201,2025-04-19,Trial Started
E004490,U01201,2025-04-18,Feature Used
E004491,U01201,2025-04-18,Subscription Purchased
E004492,U01201,2025-04-22,Retained 30 Days
E004493,U01202,2025-02-04,Signup
E004494,U01203,2025-03-07,Signup
E004495,U01204,2025-02-12,Signup
E004496,U01204,2025-02-11,Email Verified
E004497,U01204,2025-02-13,Trial Started
E004498,U01205,2025-06-19,Signup
E004499,U01205,2025-06-21,Email Verified
E004500,U01205,2025-06-19,Trial Started
E004501,U01205,2025-06-19,Feature Used
E004502,U01206,2025-04-18,Signup
E004503,U01206,2025-04-21,Email Verified
E004504,U01206,2025-04-17,Trial Started
E004505,U01206,2025-04-18,Feature Used
E004506,U01206,2025-04-21,Subscription Purchased
E004507,U01206,2025-04-23,Retained 30 Days
E004508,U01207,2025-02-03,Signup
E004509,U01207,2025-01-31,Email Verified
E004510,U01207,2025-02-06,Trial Started
E004511,U01207,2025-02-06,Feature Used
E004512,U01207,2025-02-08,Subscription Purchased
E004513,U01208,2025-03-28,Signup
E004514,U01208,2025-03-31,Email Verified
E004515,U01208,2025-03-29,Trial Started
E004516,U01209,2025-06-23,Signup
E004517,U01209,2025-06-21,Email Verified
E004518,U01210,2025-05-26,Signup
E004519,U01210,2025-05-27,Email Verified
E004520,U01210,2025-05-26,Trial Started
E004521,U01210,2025-05-28,Feature Used
E004522,U01210,2025-05-27,Subscription Purchased
E004523,U01210,2025-05-29,Retained 30 Days
E004524,U01211,2025-05-19,Signup
E004525,U01211,2025-05-22,Email Verified
E004526,U01211,2025-05-23,Trial Started
E004527,U01212,2025-06-02,Signup
E004528,U01212,2025-06-02,Email Verified
E004529,U01212,2025-06-03,Trial Started
E004530,U01212,2025-06-03,Feature Used
E004531,U01213,2025-03-27,Signup
E004532,U01213,2025-03-30,Email Verified
E004533,U01214,2025-05-28,Signup
E004534,U01214,2025-05-26,Email Verified
E004535,U01214,2025-05-27,Trial Started
E004536,U01214,2025-05-29,Feature Used
E004537,U01214,2025-05-28,Subscription Purchased
E004538,U01214,2025-05-30,Retained 30 Days
E004539,U01215,2025-04-19,Signup
E004540,U01215,2025-04-20,Email Verified
E004541,U01215,2025-04-20,Trial Started
E004542,U01215,2025-04-18,Feature Used
E004543,U01215,2025-04-20,Subscription Purchased
E004544,U01216,2025-01-27,Signup
E004545,U01216,2025-01-26,Email Verified
E004546,U01217,2025-06-28,Signup
E004547,U01218,2025-01-06,Signup
E004548,U01218,2025-01-06,Email Verified
E004549,U01218,2025-01-04,Trial Started
E004550,U01218,2025-01-07,Feature Used
E004551,U01218,2025-01-06,Subscription Purchased
E004552,U01219,2025-02-06,Signup
E004553,U01219,2025-02-11,Email Verified
E004554,U01219,2025-02-12,Trial Started
E004555,U01219,2025-02-09,Feature Used
E004556,U01219,2025-02-15,Subscription Purchased
E004557,U01220,2025-05-09,Signup
E004558,U01220,2025-05-09,Email Verified
E004559,U01221,2025-03-27,Signup
E004560,U01221,2025-04-02,Email Verified
E004561,U01221,2025-04-02,Trial Started
E004562,U01221,2025-04-04,Feature Used
E004563,U01221,2025-04-01,Subscription Purchased
E004564,U01221,2025-04-02,Retained 30 Days
E004565,U01222,2025-06-23,Signup
E004566,U01222,2025-06-21,Email Verified
E004567,U01223,2025-06-17,Signup
E004568,U01223,2025-06-18,Email Verified
E004569,U01223,2025-06-18,Trial Started
E004570,U01224,2025-03-17,Signup
E004571,U01224,2025-03-15,Email Verified
E004572,U01224,2025-03-14,Trial Started
E004573,U01224,2025-03-20,Feature Used
E004574,U01224,2025-03-19,Subscription Purchased
E004575,U01224,2025-03-18,Retained 30 Days
E004576,U01225,2025-05-31,Signup
E004577,U01225,2025-06-04,Email Verified
E004578,U01225,2025-06-04,Trial Started
E004579,U01226,2025-03-26,Signup
E004580,U01226,2025-03-28,Email Verified
E004581,U01226,2025-03-29,Trial Started
E004582,U01226,2025-03-29,Feature Used
E004583,U01226,2025-03-29,Subscription Purchased
E004584,U01227,2025-03-01,Signup
E004585,U01227,2025-03-02,Email Verified
E004586,U01227,2025-02-28,Trial Started
E004587,U01228,2025-05-24,Signup
E004588,U01228,2025-05-25,Email Verified
E004589,U01229,2025-03-17,Signup
E004590,U01229,2025-03-15,Email Verified
E004591,U01229,2025-03-21,Trial Started
E004592,U01229,2025-03-19,Feature Used
E004593,U01229,2025-03-22,Subscription Purchased
E004594,U01229,2025-03-19,Retained 30 Days
E004595,U01230,2025-06-12,Signup
E004596,U01230,2025-06-13,Email Verified
E004597,U01230,2025-06-18,Trial Started
E004598,U01231,2025-05-06,Signup
E004599,U01231,2025-05-06,Email Verified
E004600,U01231,2025-05-11,Trial Started
E004601,U01231,2025-05-09,Feature Used
E004602,U01231,2025-05-10,Subscription Purchased
E004603,U01231,2025-05-10,Retained 30 Days
E004604,U01232,2025-02-18,Signup
E004605,U01232,2025-02-19,Email Verified
E004606,U01233,2025-03-27,Signup
E004607,U01233,2025-03-30,Email Verified
E004608,U01234,2025-03-24,Signup
E004609,U01235,2025-04-11,Signup
E004610,U01235,2025-04-09,Email Verified
E004611,U01235,2025-04-09,Trial Started
E004612,U01235,2025-04-09,Feature Used
E004613,U01235,2025-04-14,Subscription Purchased
E004614,U01236,2025-06-08,Signup
E004615,U01236,2025-06-05,Email Verified
E004616,U01236,2025-06-07,Trial Started
E004617,U01237,2025-02-03,Signup
E004618,U01237,2025-02-06,Email Verified
E004619,U01237,2025-02-06,Trial Started
E004620,U01237,2025-02-09,Feature Used
E004621,U01237,2025-02-10,Subscription Purchased
E004622,U01237,2025-02-13,Retained 30 Days
E004623,U01238,2025-04-17,Signup
E004624,U01238,2025-04-22,Email Verified
E004625,U01238,2025-04-22,Trial Started
E004626,U01238,2025-04-22,Feature Used
E004627,U01239,2025-04-07,Signup
E004628,U01239,2025-04-11,Email Verified
E004629,U01239,2025-04-14,Trial Started
E004630,U01239,2025-04-11,Feature Used
E004631,U01239,2025-04-13,Subscription Purchased
E004632,U01239,2025-04-16,Retained 30 Days
E004633,U01240,2025-02-21,Signup
E004634,U01240,2025-02-26,Email Verified
E004635,U01241,2025-06-05,Signup
E004636,U01241,2025-06-07,Email Verified
E004637,U01241,2025-06-08,Trial Started
E004638,U01241,2025-06-13,Feature Used
E004639,U01241,2025-06-10,Subscription Purchased
E004640,U01241,2025-06-12,Retained 30 Days
E004641,U01242,2025-07-02,Signup
E004642,U01242,2025-07-04,Email Verified
E004643,U01242,2025-07-02,Trial Started
E004644,U01242,2025-07-03,Feature Used
E004645,U01242,2025-07-05,Subscription Purchased
E004646,U01242,2025-07-08,Retained 30 Days
E004647,U01243,2025-02-02,Signup
E004648,U01243,2025-02-08,Email Verified
E004649,U01243,2025-02-09,Trial Started
E004650,U01243,2025-02-09,Feature Used
E004651,U01243,2025-02-10,Subscription Purchased
E004652,U01243,2025-02-08,Retained 30 Days
E004653,U01244,2025-04-26,Signup
E004654,U01244,2025-04-22,Email Verified
E004655,U01244,2025-04-23,Trial Started
E004656,U01244,2025-04-29,Feature Used
E004657,U01244,2025-04-27,Subscription Purchased
E004658,U01244,2025-04-30,Retained 30 Days
E004659,U01245,2025-04-29,Signup
E004660,U01245,2025-04-30,Email Verified
E004661,U01245,2025-05-01,Trial Started
E004662,U01245,2025-04-29,Feature Used
E004663,U01245,2025-05-03,Subscription Purchased
E004664,U01245,2025-05-05,Retained 30 Days
E004665,U01246,2025-05-27,Signup
E004666,U01246,2025-05-28,Email Verified
E004667,U01246,2025-05-28,Trial Started
E004668,U01246,2025-06-02,Feature Used
E004669,U01246,2025-05-29,Subscription Purchased
E004670,U01247,2025-01-10,Signup
E004671,U01248,2025-02-12,Signup
E004672,U01249,2025-03-02,Signup
E004673,U01249,2025-03-03,Email Verified
E004674,U01249,2025-03-03,Trial Started
E004675,U01249,2025-03-03,Feature Used
E004676,U01249,2025-03-02,Subscription Purchased
E004677,U01249,2025-03-07,Retained 30 Days
E004678,U01250,2025-07-02,Signup
E004679,U01250,2025-07-05,Email Verified
E004680,U01250,2025-07-05,Trial Started
E004681,U01250,2025-07-05,Feature Used
E004682,U01250,2025-07-04,Subscription Purchased
E004683,U01251,2025-04-30,Signup
E004684,U01251,2025-05-04,Email Verified
E004685,U01251,2025-05-06,Trial Started
E004686,U01251,2025-05-03,Feature Used
E004687,U01251,2025-05-08,Subscription Purchased
E004688,U01251,2025-05-07,Retained 30 Days
E004689,U01252,2025-05-08,Signup
E004690,U01252,2025-05-12,Email Verified
E004691,U01252,2025-05-08,Trial Started
E004692,U01252,2025-05-11,Feature Used
E004693,U01253,2025-04-24,Signup
E004694,U01254,2025-06-15,Signup
E004695,U01255,2025-01-28,Signup
E004696,U01255,2025-01-25,Email Verified
E004697,U01255,2025-01-27,Trial Started
E004698,U01255,2025-01-30,Feature Used
E004699,U01255,2025-01-31,Subscription Purchased
E004700,U01256,2025-03-10,Signup
E004701,U01256,2025-03-06,Email Verified
E004702,U01256,2025-03-12,Trial Started
E004703,U01257,2025-02-16,Signup
E004704,U01257,2025-02-19,Email Verified
E004705,U01258,2025-04-18,Signup
E004706,U01258,2025-04-18,Email Verified
E004707,U01258,2025-04-23,Trial Started
E004708,U01258,2025-04-23,Feature Used
E004709,U01259,2025-05-22,Signup
E004710,U01260,2025-05-22,Signup
E004711,U01260,2025-05-26,Email Verified
E004712,U01260,2025-05-25,Trial Started
E004713,U01260,2025-05-29,Feature Used
E004714,U01261,2025-03-19,Signup
E004715,U01261,2025-03-19,Email Verified
E004716,U01262,2025-04-05,Signup
E004717,U01262,2025-04-09,Email Verified
E004718,U01262,2025-04-06,Trial Started
E004719,U01262,2025-04-10,Feature Used
E004720,U01262,2025-04-08,Subscription Purchased
E004721,U01262,2025-04-09,Retained 30 Days
E004722,U01263,2025-04-03,Signup
E004723,U01263,2025-04-02,Email Verified
E004724,U01263,2025-04-02,Trial Started
E004725,U01264,2025-04-29,Signup
E004726,U01264,2025-05-04,Email Verified
E004727,U01264,2025-05-01,Trial Started
E004728,U01264,2025-05-03,Feature Used
E004729,U01265,2025-04-06,Signup
E004730,U01266,2025-05-02,Signup
E004731,U01267,2025-01-30,Signup
E004732,U01267,2025-02-01,Email Verified
E004733,U01267,2025-01-28,Trial Started
E004734,U01268,2025-07-02,Signup
E004735,U01268,2025-06-30,Email Verified
E004736,U01268,2025-07-06,Trial Started
E004737,U01268,2025-07-04,Feature Used
E004738,U01269,2025-01-19,Signup
E004739,U01269,2025-01-19,Email Verified
E004740,U01269,2025-01-20,Trial Started
E004741,U01269,2025-01-26,Feature Used
E004742,U01269,2025-01-27,Subscription Purchased
E004743,U01270,2025-06-10,Signup
E004744,U01270,2025-06-12,Email Verified
E004745,U01271,2025-05-11,Signup
E004746,U01271,2025-05-16,Email Verified
E004747,U01271,2025-05-15,Trial Started
E004748,U01271,2025-05-13,Feature Used
E004749,U01271,2025-05-19,Subscription Purchased
E004750,U01272,2025-01-09,Signup
E004751,U01272,2025-01-12,Email Verified
E004752,U01272,2025-01-13,Trial Started
E004753,U01272,2025-01-14,Feature Used
E004754,U01272,2025-01-17,Subscription Purchased
E004755,U01272,2025-01-13,Retained 30 Days
E004756,U01273,2025-05-09,Signup
E004757,U01273,2025-05-10,Email Verified
E004758,U01273,2025-05-12,Trial Started
E004759,U01273,2025-05-11,Feature Used
E004760,U01273,2025-05-14,Subscription Purchased
E004761,U01273,2025-05-18,Retained 30 Days
E004762,U01274,2025-04-08,Signup
E004763,U01275,2025-04-13,Signup
E004764,U01275,2025-04-11,Email Verified
E004765,U01275,2025-04-11,Trial Started
E004766,U01275,2025-04-11,Feature Used
E004767,U01276,2025-06-27,Signup
E004768,U01277,2025-01-12,Signup
E004769,U01277,2025-01-17,Email Verified
E004770,U01278,2025-01-25,Signup
E004771,U01278,2025-01-28,Email Verified
E004772,U01278,2025-01-29,Trial Started
E004773,U01278,2025-01-30,Feature Used
E004774,U01278,2025-01-30,Subscription Purchased
E004775,U01278,2025-01-30,Retained 30 Days
E004776,U01279,2025-05-24,Signup
E004777,U01280,2025-02-28,Signup
E004778,U01280,2025-02-28,Email Verified
E004779,U01280,2025-02-28,Trial Started
E004780,U01280,2025-03-03,Feature Used
E004781,U01281,2025-07-01,Signup
E004782,U01281,2025-06-29,Email Verified
E004783,U01281,2025-06-29,Trial Started
E004784,U01281,2025-07-03,Feature Used
E004785,U01281,2025-07-01,Subscription Purchased
E004786,U01282,2025-04-01,Signup
E004787,U01282,2025-04-04,Email Verified
